,PC,Address,Recency,Frequency
5247,0xb7fb86e1,0x8048c50,699.0,2
5248,0xb7fb86e4,0xb7fc46f8,352.0,2
5249,0xb7fb86e8,0xbf88adf8,873.0,333
5250,0xb7fb86eb,0xb7fc4020,879.0,8
5251,0xb7fb86f0,0xbf88ae34,1.0,132
5252,0xb7fb7c2a,0xbf88adcc,1.0,283
5253,0xb7fb7c38,0xb7fc46e4,344.0,67
5254,0xb7fb7c3b,0xbf88adc8,7.0,168
5255,0xb7fb7c42,0xbf88adc4,14.0,533
5256,0xb7fbe6b0,0xbf88adc0,12.0,509
5257,0xb7fbe6b3,0xbf88adbc,10.0,482
5258,0xb7fbe6b4,0xbf88adb8,8.0,497
5259,0xb7fbe6be,0xbf88adb4,2.0,770
5260,0xb7fbe6c1,0x804897c,19.0,201
5261,0xb7fbe6cc,0xb7fc19fd,55.0,73
5262,0xb7fb7c4b,0xb7fc46fc,879.0,65
5263,0xb7fb7c5b,0xb7fc49ac,879.0,64
5264,0xb7fbe6cc,0xb7fc49b8,879.0,64
5265,0xb7fb7c54,0xb7fc49b0,879.0,65
5266,0xb7fb8703,0xb7fc46ec,664.0,9
5267,0xb7fb7c38,0xb7fc49c4,879.0,5
5268,0xb7fb7c4b,0xb7fc49dc,879.0,6
5269,0xb7fb7c5b,0xb7fc4c0c,879.0,5
5270,0xb7fbe6cc,0xb7fc4c20,879.0,5
5271,0xb7fbe6c1,0x804897d,63.0,67
5272,0xb7fbe6cc,0xb7fc4c21,879.0,5
5273,0xb7fbe6c1,0x804897e,63.0,67
5274,0xb7fbe6cc,0xb7fc4c22,1686.0,2
5275,0xb7fb7c54,0xb7fc4c10,875.0,6
5276,0xb7fb8703,0xb7fc49cc,725.0,9
5277,0xb7fb7c38,0xb6711864,875.0,74
5278,0xb7fbe6cc,0xb6711838,875.0,74
5279,0xb7fb7c4b,0xb671187c,875.0,65
5280,0xb7fb7c5b,0xb6711aac,875.0,64
5281,0xb7fbe6cc,0xb6711ab8,875.0,64
5282,0xb7fbe6cc,0xb6711ab9,875.0,64
5283,0xb7fbe6cc,0xb6711aba,1686.0,50
5284,0xb7fbe6c1,0x804897f,67.0,66
5285,0xb7fbe6cc,0xb6711abb,1686.0,50
5286,0xb7fb7c54,0xb6711ab0,867.0,65
5287,0xb7fb8703,0xb671186c,867.0,9
5288,0xb7fb7c38,0xb6711b14,867.0,70
5289,0xb7fbe6cc,0xb6711af0,867.0,70
5290,0xb7fb7c4b,0xb6711b2c,867.0,65
5291,0xb7fb7c5b,0xb6711d5c,867.0,64
5292,0xb7fbe6cc,0xb6711d68,867.0,64
5293,0xb7fbe6cc,0xb6711d69,867.0,64
5294,0xb7fbe6cc,0xb6711d6a,1686.0,50
5295,0xb7fbe6cc,0xb6711d6b,1686.0,50
5296,0xb7fb7c54,0xb6711d60,859.0,65
5297,0xb7fb8703,0xb6711b1c,859.0,9
5298,0xb7fb7c38,0xb6667004,859.0,22
5299,0xb7fbe6cc,0xb6711d98,859.0,21
5300,0xb7fb7c4b,0xb666701c,859.0,17
5301,0xb7fb7c5b,0xb666724c,859.0,16
5302,0xb7fbe6cc,0xb6667258,859.0,16
5303,0xb7fbe6cc,0xb6667259,859.0,16
5304,0xb7fbe6cc,0xb666725a,1686.0,2
5305,0xb7fbe6cc,0xb666725b,1686.0,2
5306,0xb7fbe6c1,0x8048980,inf,0
5307,0xb7fbe6cc,0xb666725c,1686.0,2
5308,0xb7fbe6c1,0x8048981,inf,0
5309,0xb7fbe6cc,0xb666725d,1686.0,2
5310,0xb7fbe6c1,0x8048982,inf,0
5311,0xb7fbe6cc,0xb666725e,1686.0,2
5312,0xb7fbe6c1,0x8048983,inf,0
5313,0xb7fbe6cc,0xb666725f,1686.0,2
5314,0xb7fbe6c1,0x8048984,inf,0
5315,0xb7fbe6cc,0xb6667260,1686.0,2
5316,0xb7fbe6c1,0x8048985,inf,0
5317,0xb7fbe6cc,0xb6667261,1686.0,2
5318,0xb7fb7c76,0xbf88add4,34.0,3280
5319,0xb7fb7c77,0xbf88add8,32.0,159
5320,0xb7fb7c78,0xbf88addc,30.0,155
5321,0xb7fb7c79,0xbf88ade0,28.0,191
5322,0xb7fb871f,0xbf88ae00,393.0,452
5323,0xb7fb872a,0xbf88ae30,237.0,40
5324,0xb7fb872d,0x8048c54,343.0,1
5325,0xb7fb8734,0x8048c5c,344.0,1
5326,0xb7fb8736,0xbf88ae34,119.0,118
5327,0xb7fb8739,0x8048c60,inf,0
5328,0xb7fb873d,0xbf88ae10,19.0,329
5329,0xb7fb8740,0xbf88ae08,6.0,370
5330,0xb7fb8743,0xb6667014,119.0,152
5331,0xb7fb8746,0xb7fc46f8,119.0,1
5332,0xb7fb8749,0xbf88ae0c,11.0,364
5333,0xb7fb874c,0x8048c64,341.0,1
5334,0xb7fb874f,0xbf88ae14,14.0,69
5335,0xb7fb8755,0xb7fc46e4,119.0,66
5336,0xb7fb8758,0xb7fc19fd,119.0,71
5337,0xb7fb875d,0xb7fc3cc0,119.0,1
5338,0xb7fb8763,0xbf88b2a4,119.0,6
5339,0xb7fb876a,0xbf88adf0,119.0,37
5340,0xb7fb876e,0xbf88ae04,119.0,317
5341,0xb7fb8771,0xbf88adec,119.0,140
5342,0xb7fb8778,0xbf88ade8,10.0,1967
5343,0xb7fb877c,0xbf88ae1c,119.0,135
5344,0xb7fb8781,0xbf88ade4,35.0,107
5345,0xb7fb82e1,0xbf88ad48,1.0,95
5346,0xb7fb82ec,0xbf88ad74,119.0,53
5347,0xb7fb82ef,0xb6667034,119.0,158
5348,0xb7fb82f2,0xb7fc3ce0,119.0,777
5349,0xb7fb82f9,0xb6661dd8,119.0,158
5350,0xb7fb82fc,0xbf88ad78,17.0,72
5351,0xb7fb8308,0xb66670b4,119.0,12
5352,0xb7fb8316,0xb6661e30,119.0,13
5353,0xb7fb8329,0xbf88ad64,119.0,53
5354,0xb7fb832c,0xb6667000,119.0,2384
5355,0xb7fb8339,0xb6537f1c,119.0,11
5356,0xb7fb8343,0xb6537f24,119.0,11
5357,0xb7fb8330,0xb6537f2c,119.0,13
5358,0xb7fb8339,0xb6537f38,119.0,11
5359,0xb7fb8343,0xb6537f40,119.0,12
5360,0xb7fb8330,0xb6537f48,1684.0,10
5361,0xb7fb8339,0xb6537f54,1684.0,8
5362,0xb7fb8343,0xb6537f5c,1684.0,9
5363,0xb7fb8348,0xb6537f60,1819.0,3
5364,0xb7fb834b,0xb6537f68,1819.0,3
5365,0xb7fb8351,0xbf88ad50,7.0,39
5366,0xb7fb8358,0xbf88ad4c,6.0,40
5367,0xb7fbe6b0,0xbf88ad44,48.0,40
5368,0xb7fbe6b3,0xbf88ad40,46.0,154
5369,0xb7fbe6b4,0xbf88ad3c,44.0,272
5370,0xb7fbe6be,0xbf88ad38,2.0,451
5371,0xb7fbe6c1,0x8048b56,141555.0,2
5372,0xb7fbe6cc,0xb6536cde,1819.0,28
5373,0xb7fbe6c1,0x8048b57,141555.0,2
5374,0xb7fbe6cc,0xb6536cdf,1819.0,28
5375,0xb7fbe6c1,0x8048b58,141555.0,2
5376,0xb7fbe6cc,0xb6536ce0,1819.0,28
5377,0xb7fbe6c1,0x8048b59,141555.0,2
5378,0xb7fbe6cc,0xb6536ce1,1819.0,28
5379,0xb7fbe6c1,0x8048b5a,141555.0,2
5380,0xb7fbe6cc,0xb6536ce2,1819.0,28
5381,0xb7fbe6c1,0x8048b5b,141555.0,2
5382,0xb7fbe6cc,0xb6536ce3,1819.0,28
5383,0xb7fbe6c1,0x8048b5c,141555.0,2
5384,0xb7fbe6cc,0xb6536ce4,1819.0,28
5385,0xb7fbe6c1,0x8048b5d,141555.0,2
5386,0xb7fbe6cc,0xb6536ce5,1819.0,28
5387,0xb7fbe6c1,0x8048b5e,141555.0,2
5388,0xb7fbe6cc,0xb6536ce6,1819.0,28
5389,0xb7fbe6c1,0x8048b5f,141555.0,2
5390,0xb7fbe6cc,0xb6536ce7,1819.0,28
5391,0xb7fb836b,0xbf88add0,38.0,231
5392,0xb7fb836c,0xbf88add4,36.0,3278
5393,0xb7fb836d,0xbf88add8,34.0,157
5394,0xb7fb836e,0xbf88addc,32.0,153
5395,0xb7fb836f,0xbf88ade0,30.0,189
5396,0xb7fb8791,0xbf88ae18,1.0,108
5397,0xb7fb8794,0x8048c62,227.0,2
5398,0xb7fb87a0,0xbf88ae28,116.0,130
5399,0xb7fb87a8,0x8048c68,236.0,1
5400,0xb7fb8734,0x8048c6c,237.0,1
5401,0xb7fb8736,0xbf88ae34,416.0,117
5402,0xb7fb8739,0x8048c70,inf,0
5403,0xb7fb873d,0xbf88ae10,19.0,327
5404,0xb7fb8740,0xbf88ae08,6.0,368
5405,0xb7fb8743,0xb6667014,1567.0,151
5406,0xb7fb8746,0xb7fc46f8,inf,0
5407,0xb7fb8749,0xbf88ae0c,11.0,362
5408,0xb7fb874c,0x8048c74,234.0,1
5409,0xb7fb874f,0xbf88ae14,14.0,67
5410,0xb7fb8755,0xb7fc46e4,416.0,65
5411,0xb7fb8758,0xb7fc19fd,427.0,70
5412,0xb7fb875d,0xb7fc3cc0,inf,0
5413,0xb7fb8763,0xbf88b2a4,86821.0,5
5414,0xb7fb876a,0xbf88adf0,832.0,36
5415,0xb7fb876e,0xbf88ae04,250.0,316
5416,0xb7fb8771,0xbf88adec,832.0,139
5417,0xb7fb8778,0xbf88ade8,10.0,1963
5418,0xb7fb877c,0xbf88ae1c,169.0,134
5419,0xb7fb8781,0xbf88ade4,32.0,105
5420,0xb7fb82ec,0xbf88ad74,832.0,52
5421,0xb7fb82ef,0xb6667034,1565.0,157
5422,0xb7fb82f2,0xb7fc3ce0,832.0,776
5423,0xb7fb82f9,0xb6661dd8,1565.0,157
5424,0xb7fb82fc,0xbf88ad78,14.0,70
5425,0xb7fb8308,0xb66670b4,1565.0,11
5426,0xb7fb8316,0xb6661e30,1565.0,12
5427,0xb7fb8329,0xbf88ad64,832.0,52
5428,0xb7fb832c,0xb6667000,1565.0,2383
5429,0xb7fb8339,0xb6537f1c,1565.0,10
5430,0xb7fb8343,0xb6537f24,1565.0,10
5431,0xb7fb8330,0xb6537f2c,1565.0,12
5432,0xb7fb8339,0xb6537f38,1565.0,10
5433,0xb7fb8343,0xb6537f40,1565.0,11
5434,0xb7fb8348,0xb6537f44,2285.0,3
5435,0xb7fb834b,0xb6537f4c,2285.0,3
5436,0xb7fb8351,0xbf88ad50,7.0,37
5437,0xb7fb8358,0xbf88ad4c,6.0,38
5438,0xb7fbe6b0,0xbf88ad44,48.0,38
5439,0xb7fbe6b3,0xbf88ad40,46.0,152
5440,0xb7fbe6b4,0xbf88ad3c,44.0,270
5441,0xb7fbe6be,0xbf88ad38,2.0,430
5442,0xb7fbe6c1,0x8048b60,24356.0,32
5443,0xb7fbe6cc,0xb6536cd4,2285.0,156
5444,0xb7fbe6c1,0x8048b61,24356.0,32
5445,0xb7fbe6cc,0xb6536cd5,2285.0,156
5446,0xb7fbe6c1,0x8048b62,24356.0,32
5447,0xb7fbe6cc,0xb6536cd6,2285.0,156
5448,0xb7fbe6c1,0x8048b63,24356.0,32
5449,0xb7fbe6cc,0xb6536cd7,2285.0,156
5450,0xb7fbe6c1,0x8048b64,24356.0,32
5451,0xb7fbe6cc,0xb6536cd8,2285.0,156
5452,0xb7fbe6c1,0x8048b65,24356.0,32
5453,0xb7fbe6cc,0xb6536cd9,2285.0,156
5454,0xb7fbe6c1,0x8048b66,24356.0,32
5455,0xb7fbe6cc,0xb6536cda,2285.0,156
5456,0xb7fbe6c1,0x8048b67,24356.0,32
5457,0xb7fbe6cc,0xb6536cdb,2285.0,156
5458,0xb7fbe6c1,0x8048b68,24356.0,32
5459,0xb7fbe6cc,0xb6536cdc,2285.0,156
5460,0xb7fbe6c1,0x8048b69,24356.0,31
5461,0xb7fbe6cc,0xb6536cdd,2285.0,156
5462,0xb7fb836b,0xbf88add0,27.0,229
5463,0xb7fb836c,0xbf88add4,20.0,3276
5464,0xb7fb836d,0xbf88add8,18.0,155
5465,0xb7fb836e,0xbf88addc,16.0,151
5466,0xb7fb836f,0xbf88ade0,13.0,187
5467,0xb7fb8791,0xbf88ae18,1.0,106
5468,0xb7fb8794,0x8048c72,123.0,2
5469,0xb7fb87a0,0xbf88ae28,5.0,129
5470,0xb7fb87a8,0x8048c78,132.0,1
5471,0xb7fb87af,0xbf88ae30,290.0,39
5472,0xb7fb87b2,0x8048c58,131.0,1
5473,0xb7fb884c,0xbf88ae24,131.0,61
5474,0xb7fb88a2,0xbf88ade8,9.0,1959
5475,0xb7fb88ad,0xbf88ade4,9.0,103
5476,0xb7faa7b8,0xb7fc4008,174.0,8
5477,0xb7faa7a8,0xb7fc4004,174.0,8
5478,0xb7fbd6f0,0xbf88adcc,32.0,248
5479,0xb7fbd6f3,0xbf88adc8,30.0,148
5480,0xb7fbd6f4,0xbf88adc4,1.0,513
5481,0xb7fbd705,0xbf88adc0,6.0,489
5482,0xb7fbd710,0xbf88adbc,22.0,462
5483,0xb7faa798,0xb7fc4000,174.0,9
5484,0xb7fbd5d0,0xbf88adb8,19.0,477
5485,0xb7fbd5d6,0xbf88adac,17.0,257
5486,0xb7fbd5dc,0xbf88ad90,1.0,570
5487,0xb7fbd5e7,0xbf88adb0,8.0,270
5488,0xb7fbd5ea,0xbf88adb4,8.0,706
5489,0xb7fbd5f0,0xb7fc46a8,3.0,19
5490,0xb7fbd602,0xb7fc46a4,1.0,36
5491,0xb7fbd62c,0xb7fc46ac,174.0,8
5492,0xb7fb88b5,0xbf88ae08,93.0,366
5493,0xb7fb88be,0xbf88ae2c,174.0,40
5494,0xb7fb88c9,0xb7fc4874,24229.0,41
5495,0xb7fb88d5,0xb7fc47c4,70467.0,31
5496,0xb7fb88db,0xb7fc4870,inf,0
5497,0xb7fb88e1,0xbf88ae20,3.0,174
5498,0xb7fb88e4,0x8058410,70465.0,31
5499,0xb7fb88e9,0xb7fc4884,24219.0,9
5500,0xb7fb88f4,0x8058400,inf,0
5501,0xb7fb88f7,0xb7fc46e0,24319.0,41
5502,0xb7fb88fb,0x8048c04,inf,0
5503,0xb7fb8902,0x8048c12,3.0,1
5504,0xb7fb8906,0x8048c0c,inf,0
5505,0xb7fb8913,0xb6667374,inf,0
5506,0xb7fb8920,0xb6667378,inf,0
5507,0xb7fb8924,0xbf88ae1c,3.0,133
5508,0xb7fb8927,0x8048c14,inf,0
5509,0xb7fb892a,0xb6667370,inf,0
5510,0xb7fb8930,0x8048c00,12.0,1
5511,0xb7fb8933,0xb666737c,inf,0
5512,0xb7fb8937,0x8048c18,inf,0
5513,0xb7fb8902,0x8048c22,3.0,1
5514,0xb7fb8906,0x8048c1c,inf,0
5515,0xb7fb8913,0xb6667364,inf,0
5516,0xb7fb8920,0xb6667368,inf,0
5517,0xb7fb8927,0x8048c24,inf,0
5518,0xb7fb892a,0xb6667360,inf,0
5519,0xb7fb8933,0xb666736c,inf,0
5520,0xb7fb8937,0x8048c28,inf,0
5521,0xb7fb893e,0x8048c08,inf,0
5522,0xb7fb88fb,0x8048c34,inf,0
5523,0xb7fb8902,0x8048c42,3.0,1
5524,0xb7fb8906,0x8048c3c,inf,0
5525,0xb7fb8913,0xb6667354,inf,0
5526,0xb7fb8920,0xb6667358,inf,0
5527,0xb7fb8927,0x8048c44,inf,0
5528,0xb7fb892a,0xb6667350,inf,0
5529,0xb7fb8930,0x8048c30,inf,0
5530,0xb7fb8933,0xb666735c,inf,0
5531,0xb7fb8937,0x8048c48,inf,0
5532,0xb7fb893e,0x8048c38,inf,0
5533,0xb7fb88fb,0x8048c54,inf,0
5534,0xb7fb8902,0x8048c62,3.0,1
5535,0xb7fb8906,0x8048c5c,inf,0
5536,0xb7fb8913,0xb6667344,140727.0,5
5537,0xb7fb8920,0xb6667348,151705.0,1
5538,0xb7fb8927,0x8048c64,inf,0
5539,0xb7fb892a,0xb6667340,141258.0,2
5540,0xb7fb8930,0x8048c50,12.0,1
5541,0xb7fb8933,0xb666734c,140884.0,6
5542,0xb7fb8937,0x8048c68,inf,0
5543,0xb7fb8902,0x8048c72,3.0,1
5544,0xb7fb8906,0x8048c6c,inf,0
5545,0xb7fb8913,0xb6667334,24167.0,62
5546,0xb7fb8920,0xb6667338,inf,0
5547,0xb7fb8927,0x8048c74,inf,0
5548,0xb7fb892a,0xb6667330,24164.0,32
5549,0xb7fb8933,0xb666733c,70606.0,90
5550,0xb7fb8937,0x8048c78,inf,0
5551,0xb7fb893e,0x8048c58,inf,0
5552,0xb7fb8949,0xbf88ae24,28.0,60
5553,0xb7fb8894,0xbf88ae18,28.0,104
5554,0xb7fb889a,0xbf88ae58,13.0,15
5555,0xb7fb889b,0xbf88ae5c,11.0,17
5556,0xb7fb889c,0xbf88ae60,9.0,140
5557,0xb7fb889d,0xbf88ae64,7.0,40
5558,0xb7fb889e,0xbf88ae68,5.0,21
5559,0xb7fb8acd,0xb7fc46ec,215.0,8
5560,0xb7fb8ac2,0xb7fc4b4d,inf,0
5561,0xb7fb8ae0,0xbf88ae70,124.0,67
5562,0xb7fb8ae5,0xbf88ae6c,124.0,471
5563,0xb7fb8669,0xbf88ae08,17.0,365
5564,0xb7fb866c,0xbf88ae04,124.0,315
5565,0xb7fb8671,0xb7fc49f4,inf,0
5566,0xb7fb8674,0xbf88ade0,1.0,184
5567,0xb7fb867f,0xbf88ae00,124.0,451
5568,0xb7fb868a,0xffffe5bc,inf,0
5569,0xb7fb868d,0xb7fc4a6c,inf,0
5570,0xb7fb8696,0xb7fc4a74,inf,0
5571,0xb7fb869e,0xbf88ae20,75.0,172
5572,0xb7fb8845,0xbf88ae28,7.0,126
5573,0xb7fb8859,0xffffe5dc,74.0,1
5574,0xb7fb885c,0xb7fc49c0,74.0,1
5575,0xb7fb885e,0xffffe190,inf,0
5576,0xb7fb8886,0xffffe19c,73.0,1
5577,0xb7fb8875,0xffffe1ac,76.0,1
5578,0xb7fb8886,0xffffe1b8,81.0,1
5579,0xb7fb88a2,0xbf88ade8,9.0,1957
5580,0xb7fb88ad,0xbf88ade4,9.0,101
5581,0xb7faa7b8,0xb7fc4008,2154.0,7
5582,0xb7fbd7d0,0xbf88addc,45.0,148
5583,0xb7fbd7d3,0xbf88add8,43.0,152
5584,0xb7fbd7d4,0xbf88add4,1.0,3270
5585,0xb7fbd7ec,0xbf88add0,35.0,226
5586,0xb7faa7a8,0xb7fc4004,2154.0,7
5587,0xb7fbd6f0,0xbf88adcc,32.0,246
5588,0xb7fbd6f3,0xbf88adc8,30.0,146
5589,0xb7fbd6f4,0xbf88adc4,1.0,508
5590,0xb7fbd705,0xbf88adc0,6.0,487
5591,0xb7fbd710,0xbf88adbc,22.0,460
5592,0xb7faa798,0xb7fc4000,2154.0,8
5593,0xb7fbd5d0,0xbf88adb8,19.0,475
5594,0xb7fbd5d6,0xbf88adac,17.0,255
5595,0xb7fbd5dc,0xbf88ad90,1.0,567
5596,0xb7fbd5e7,0xbf88adb0,8.0,268
5597,0xb7fbd5ea,0xbf88adb4,8.0,704
5598,0xb7fbd5f0,0xb7fc46a8,3.0,17
5599,0xb7fbd602,0xb7fc46a4,1.0,32
5600,0xb7fbd62c,0xb7fc46ac,2154.0,7
5601,0xb7fb88be,0xbf88ae2c,2154.0,39
5602,0xb7fb88c9,0xb7fc4b54,18.0,1
5603,0xb7fb88d5,0xb7fc4aa4,inf,0
5604,0xb7fb88db,0xb7fc4b50,inf,0
5605,0xb7fb88e1,0xbf88ae20,49.0,171
5606,0xb7fb88e4,0xffffe5ec,inf,0
5607,0xb7fb88e9,0xb7fc4b64,inf,0
5608,0xb7fb8949,0xbf88ae24,1.0,56
5609,0xb7fb895a,0xffffe5dc,inf,0
5610,0xb7fb895d,0xb7fc49c0,inf,0
5611,0xb7fb8963,0xffffe18e,inf,0
5612,0xb7fb8967,0xffffe198,inf,0
5613,0xb7fb899b,0xffffe19c,inf,0
5614,0xb7fb8963,0xffffe1aa,inf,0
5615,0xb7fb8967,0xffffe1b4,inf,0
5616,0xb7fb896f,0xffffe1ac,inf,0
5617,0xb7fb8979,0xffffe1b0,inf,0
5618,0xb7fb8986,0xb66673ac,inf,0
5619,0xb7fb898e,0xb66673a4,inf,0
5620,0xb7fb8992,0xbf88ae1c,28.0,122
5621,0xb7fb8995,0xffffe1bc,inf,0
5622,0xb7fb8998,0xb66673a0,inf,0
5623,0xb7fb899b,0xffffe1b8,inf,0
5624,0xb7fb89a2,0xbf88ae18,33.0,102
5625,0xb7fb89a8,0xbf88ae58,13.0,13
5626,0xb7fb89a9,0xbf88ae5c,11.0,15
5627,0xb7fb89aa,0xbf88ae60,9.0,138
5628,0xb7fb89ab,0xbf88ae64,7.0,38
5629,0xb7fb89ac,0xbf88ae68,5.0,19
5630,0xb7fb8acd,0xb7fc49cc,150.0,8
5631,0xb7fb8ac2,0xb67119ed,14919.0,156
5632,0xb7fb8ae0,0xbf88ae70,2401.0,66
5633,0xb7fb8ae5,0xbf88ae6c,2401.0,470
5634,0xb7fb866c,0xbf88ae04,458.0,314
5635,0xb7fb8671,0xb6711894,14918.0,156
5636,0xb7fb8674,0xbf88ade0,1.0,179
5637,0xb7fb867f,0xbf88ae00,436.0,450
5638,0xb7fb868a,0xb669af10,14914.0,156
5639,0xb7fb868d,0xb671190c,inf,0
5640,0xb7fb8696,0xb6711914,inf,0
5641,0xb7fb869e,0xbf88ae20,2105.0,170
5642,0xb7fb86a1,0xbf88ae24,2002.0,54
5643,0xb7fb86aa,0xb669af88,2107.0,1
5644,0xb7fb86b0,0xb6711860,2003.0,23
5645,0xb7fb86b4,0xb668a8bc,inf,0
5646,0xb7fb86b8,0xbf88ae30,4.0,38
5647,0xb7fb86ce,0xbf88ae28,544.0,119
5648,0xb7fb86d5,0xbf88adf8,6.0,332
5649,0xb7fb86e1,0xb668a8c0,2108.0,3
5650,0xb7fb86e4,0xb6711878,426.0,10
5651,0xb7fb86eb,0xb7fc4020,807.0,7
5652,0xb7fb86f0,0xbf88ae34,1.0,116
5653,0xb7fb7c20,0xbf88addc,48.0,146
5654,0xb7fb7c23,0xbf88add8,46.0,150
5655,0xb7fb7c26,0xbf88add4,44.0,3265
5656,0xb7fb7c29,0xbf88add0,42.0,224
5657,0xb7fb7c2a,0xbf88adcc,1.0,244
5658,0xb7fb7c38,0xb7fc46e4,807.0,64
5659,0xb7fb7c3b,0xbf88adc8,7.0,144
5660,0xb7fb7c42,0xbf88adc4,14.0,503
5661,0xb7fbe6b0,0xbf88adc0,12.0,485
5662,0xb7fbe6b3,0xbf88adbc,10.0,458
5663,0xb7fbe6b4,0xbf88adb8,8.0,473
5664,0xb7fbe6be,0xbf88adb4,2.0,702
5665,0xb7fbe6c1,0xb668a3aa,19.0,44
5666,0xb7fbe6cc,0xb7fc19fd,55.0,69
5667,0xb7fb7c4b,0xb7fc46fc,807.0,64
5668,0xb7fb7c5b,0xb7fc49ac,807.0,63
5669,0xb7fbe6cc,0xb7fc49b8,807.0,63
5670,0xb7fb7c54,0xb7fc49b0,807.0,64
5671,0xb7fb8703,0xb7fc46ec,807.0,7
5672,0xb7fb7c38,0xb7fc49c4,807.0,4
5673,0xb7fb7c4b,0xb7fc49dc,807.0,5
5674,0xb7fb7c5b,0xb7fc4c0c,807.0,4
5675,0xb7fbe6cc,0xb7fc4c20,807.0,4
5676,0xb7fbe6c1,0xb668a3ab,59.0,16
5677,0xb7fbe6cc,0xb7fc4c21,807.0,4
5678,0xb7fb7c54,0xb7fc4c10,811.0,5
5679,0xb7fb8703,0xb7fc49cc,811.0,7
5680,0xb7fb7c38,0xb6711864,304.0,73
5681,0xb7fbe6cc,0xb6711838,293.0,73
5682,0xb7fb7c4b,0xb671187c,811.0,64
5683,0xb7fb7c5b,0xb6711aac,811.0,63
5684,0xb7fbe6cc,0xb6711ab8,811.0,63
5685,0xb7fbe6cc,0xb6711ab9,811.0,63
5686,0xb7fb7c54,0xb6711ab0,819.0,64
5687,0xb7fb8703,0xb671186c,819.0,8
5688,0xb7fb7c38,0xb6711b14,819.0,69
5689,0xb7fbe6cc,0xb6711af0,819.0,69
5690,0xb7fb7c4b,0xb6711b2c,819.0,64
5691,0xb7fb7c5b,0xb6711d5c,819.0,63
5692,0xb7fbe6cc,0xb6711d68,819.0,63
5693,0xb7fbe6cc,0xb6711d69,819.0,63
5694,0xb7fb7c54,0xb6711d60,827.0,64
5695,0xb7fb8703,0xb6711b1c,827.0,8
5696,0xb7fb7c38,0xb6667004,827.0,21
5697,0xb7fbe6cc,0xb6711d98,827.0,20
5698,0xb7fb7c4b,0xb666701c,827.0,16
5699,0xb7fb7c5b,0xb666724c,827.0,15
5700,0xb7fbe6cc,0xb6667258,827.0,15
5701,0xb7fbe6cc,0xb6667259,827.0,15
5702,0xb7fb7c54,0xb6667250,2401.0,14
5703,0xb7fb8703,0xb666700c,2401.0,5
5704,0xb7fb7c38,0xb7fc4324,2401.0,3
5705,0xb7fbe6cc,0x80480f4,19.0,6
5706,0xb7fb7c4b,0xb7fc433c,2401.0,3
5707,0xb7fb7c5b,0xb7fc463c,2401.0,2
5708,0xb7fb7c54,0xb7fc4640,2401.0,3
5709,0xb7fb7c5b,0xb7fc4628,2401.0,2
5710,0xb7fbe6cc,0xb7faa5b8,2401.0,2
5711,0xb7fbe6cc,0xb7faa5b9,2401.0,2
5712,0xb7fbe6c1,0xb668a3ac,inf,0
5713,0xb7fbe6cc,0xb7faa5ba,2401.0,2
5714,0xb7fbe6c1,0xb668a3ad,inf,0
5715,0xb7fbe6cc,0xb7faa5bb,2401.0,2
5716,0xb7fbe6c1,0xb668a3ae,inf,0
5717,0xb7fbe6cc,0xb7faa5bc,2401.0,2
5718,0xb7fbe6c1,0xb668a3af,inf,0
5719,0xb7fbe6cc,0xb7faa5bd,2401.0,2
5720,0xb7fbe6c1,0xb668a3b0,inf,0
5721,0xb7fbe6cc,0xb7faa5be,2401.0,2
5722,0xb7fbe6c1,0xb668a3b1,inf,0
5723,0xb7fbe6cc,0xb7faa5bf,2401.0,2
5724,0xb7fbe6c1,0xb668a3b2,inf,0
5725,0xb7fbe6cc,0xb7faa5c0,2401.0,2
5726,0xb7fbe6c1,0xb668a3b3,inf,0
5727,0xb7fbe6cc,0xb7faa5c1,2401.0,2
5728,0xb7fbe6c1,0xb668a3b4,inf,0
5729,0xb7fbe6cc,0xb7faa5c2,2401.0,2
5730,0xb7fbe6c1,0xb668a3b5,inf,0
5731,0xb7fbe6cc,0xb7faa5c3,2401.0,2
5732,0xb7fbe6c1,0xb668a3b6,inf,0
5733,0xb7fbe6cc,0xb7faa5c4,2401.0,2
5734,0xb7fbe6c1,0xb668a3b7,inf,0
5735,0xb7fbe6cc,0xb7faa5c5,2401.0,2
5736,0xb7fbe6ff,0xbf88adbc,416.0,433
5737,0xb7fbe702,0xbf88adc0,414.0,460
5738,0xb7fbe703,0xbf88adc4,412.0,478
5739,0xb7fb7c75,0xbf88add0,34.0,213
5740,0xb7fb7c76,0xbf88add4,32.0,3254
5741,0xb7fb7c77,0xbf88add8,30.0,139
5742,0xb7fb7c78,0xbf88addc,28.0,135
5743,0xb7fb7c79,0xbf88ade0,26.0,165
5744,0xb7fb871f,0xbf88ae00,733.0,449
5745,0xb7fb872a,0xbf88ae30,382.0,36
5746,0xb7fb872d,0xb668a8c4,1678.0,1
5747,0xb7fb8734,0xb668a8cc,1679.0,1
5748,0xb7fb8736,0xbf88ae34,121.0,99
5749,0xb7fb8739,0xb668a8d0,inf,0
5750,0xb7fb873d,0xbf88ae10,17.0,325
5751,0xb7fb8740,0xbf88ae08,6.0,357
5752,0xb7fb8743,0xb7fc4334,121.0,23
5753,0xb7fb8746,0xb6711878,121.0,9
