,PC,Address,Recency,Frequency
49552,0xb7fb2d3a,0xb6661de0,817.0,39
49553,0xb7fb2d3f,0xbf88addc,46.0,23
49554,0xb7fb2d42,0xb6667034,817.0,39
49555,0xb7fb2d45,0xb6661dd8,817.0,39
49556,0xb7fb2d48,0xbf88ae10,57.0,22
49557,0xb7fb2d51,0xbf88add0,2.0,57
49558,0xb7fb2d57,0xb6667174,817.0,35
49559,0xb7fb2d60,0xb65256f4,inf,0
49560,0xb7fb2d6d,0xbf88adbc,4.0,52
49561,0xb7fb2d73,0xb6667178,817.0,35
49562,0xb7fb2d7b,0xbf88adc0,594.0,13
49563,0xb7fb2ed4,0xb6667180,817.0,36
49564,0xb7fb2eda,0xb6525ba0,11302.0,2
49565,0xb7fb2ee8,0xbf88ade0,3.0,35
49566,0xb7fb2eeb,0xb6667184,21.0,966
49567,0xb7fb2efc,0xbf88ade8,3.0,18
49568,0xb7fb2f16,0xb6526d54,3.0,4
49569,0xb7fb2f16,0xb6526d58,3.0,3
49570,0xb7fb2f16,0xb6526d5c,11316.0,1
49571,0xb7fb2f23,0xbf88adc4,365.0,9
49572,0xb7fb2f2c,0xbf88adc8,454.0,7
49573,0xb7fb2f34,0xbf88ae00,75.0,36
49574,0xb7fb2f3d,0xbf88ada8,139.0,48
49575,0xb7fb2ac0,0xbf88ada4,137.0,36
49576,0xb7fb2ac6,0xbf88ad98,133.0,36
49577,0xb7fb2ac9,0xbf88ad9c,133.0,36
49578,0xb7fb2ace,0xbf88ada0,133.0,36
49579,0xb7fb2ad1,0xb6529c7c,165.0,2
49580,0xb7fb2ad6,0xbf88ad70,1.0,38
49581,0xb7fb2b02,0xb6529c86,11290.0,1
49582,0xb7fb2b0a,0xbf88ae18,348.0,26
49583,0xb7fb2b11,0xb6529c84,129.0,2
49584,0xb7fb2b21,0xbf88ae14,338.0,9
49585,0xb7fb2c01,0xbf88ae10,367.0,21
49586,0xb7fb2c04,0xbf88ae0c,329.0,13
49587,0xb7fb2c07,0xb6529c78,inf,0
49588,0xb7fb2c09,0xbf88ad78,6.0,20
49589,0xb7fb2c0d,0xbf88ad74,6.0,20
49590,0xb7fbe6b0,0xbf88ad6c,48.0,20
49591,0xb7fbe6b3,0xbf88ad68,46.0,20
49592,0xb7fbe6b4,0xbf88ad64,44.0,20
49593,0xb7fbe6be,0xbf88ad60,2.0,252
49594,0xb7fbe6c1,0xb6535078,inf,0
49595,0xb7fbe6cc,0xb6689223,inf,0
49596,0xb7fbe6c1,0xb6535079,inf,0
49597,0xb7fbe6cc,0xb6689224,inf,0
49598,0xb7fbe6c1,0xb653507a,70456.0,1
49599,0xb7fbe6cc,0xb6689225,inf,0
49600,0xb7fbe6c1,0xb653507b,70456.0,1
49601,0xb7fbe6cc,0xb6689226,inf,0
49602,0xb7fbe6c1,0xb653507c,70456.0,1
49603,0xb7fbe6cc,0xb6689227,inf,0
49604,0xb7fbe6c1,0xb653507d,70456.0,1
49605,0xb7fbe6cc,0xb6689228,inf,0
49606,0xb7fbe6c1,0xb653507e,70456.0,1
49607,0xb7fbe6cc,0xb6689229,inf,0
49608,0xb7fbe6c1,0xb653507f,70456.0,1
49609,0xb7fbe6cc,0xb668922a,inf,0
49610,0xb7fbe6c1,0xb6535080,70456.0,1
49611,0xb7fbe6cc,0xb668922b,inf,0
49612,0xb7fbe6c1,0xb6535081,70456.0,1
49613,0xb7fbe6cc,0xb668922c,inf,0
49614,0xb7fb2b2a,0xbf88ae04,285.0,21
49615,0xb7fb2b2d,0xbf88ae08,73.0,59
49616,0xb7fb2b32,0xb66671a4,845.0,36
49617,0xb7fb2b38,0xbf88ad84,5.0,58
49618,0xb7fb2b45,0xbf88ae00,377.0,35
49619,0xb7fb2b48,0xb6536fb4,inf,0
49620,0xb7fb2b4c,0xbf88ad88,417.0,53
49621,0xb7fb2b58,0xb6667194,845.0,39
49622,0xb7fb2b61,0xb6667654,inf,0
49623,0xb7fb2b64,0xb66674c4,inf,0
49624,0xb7fb2b69,0xb6667650,inf,0
49625,0xb7fb2b6b,0xb66674c0,inf,0
49626,0xb7fb2b6d,0xbf88ad74,7.0,18
49627,0xb7fb2b70,0xbf88ad78,5.0,18
49628,0xb7fbe6c1,0xb6536d0c,inf,0
49629,0xb7fbe6cc,0xb668a3f4,inf,0
49630,0xb7fbe6c1,0xb6536d0d,inf,0
49631,0xb7fbe6cc,0xb668a3f5,inf,0
49632,0xb7fbe6c1,0xb6536d0e,inf,0
49633,0xb7fbe6cc,0xb668a3f6,inf,0
49634,0xb7fbe6c1,0xb6536d0f,inf,0
49635,0xb7fbe6cc,0xb668a3f7,inf,0
49636,0xb7fbe6c1,0xb6536d10,inf,0
49637,0xb7fbe6cc,0xb668a3f8,inf,0
49638,0xb7fbe6c1,0xb6536d11,inf,0
49639,0xb7fbe6cc,0xb668a3f9,inf,0
49640,0xb7fbe6c1,0xb6536d12,inf,0
49641,0xb7fbe6cc,0xb668a3fa,inf,0
49642,0xb7fbe6c1,0xb6536d13,inf,0
49643,0xb7fbe6cc,0xb668a3fb,inf,0
49644,0xb7fbe6c1,0xb6536d14,inf,0
49645,0xb7fbe6cc,0xb668a3fc,inf,0
49646,0xb7fbe6c1,0xb6536d15,inf,0
49647,0xb7fbe6cc,0xb668a3fd,inf,0
49648,0xb7fb2af5,0xbf88ad98,321.0,35
49649,0xb7fb2af8,0xbf88ad9c,321.0,35
49650,0xb7fb2afb,0xbf88ada0,321.0,35
49651,0xb7fb2b00,0xbf88ada4,317.0,35
49652,0xb7fb2b01,0xbf88ada8,208.0,47
49653,0xb7fb2de8,0xb6529c84,11162.0,1
49654,0xb7fb2e16,0xbf88ae34,188.0,9
49655,0xb7fb2e19,0xbf88aed8,8.0,19
49656,0xb7fb2e1b,0xbf88ae08,224.0,58
49657,0xb7fb2e1e,0xbf88aedc,10.0,19
49658,0xb7fb2ddc,0xbf88ae1c,196.0,9
49659,0xb7fb2ddd,0xbf88ae20,194.0,9
49660,0xb7fb2dde,0xbf88ae24,132.0,17
49661,0xb7fb2ddf,0xbf88ae28,130.0,17
49662,0xb7fb2de0,0xbf88ae2c,128.0,17
49663,0xb7fb3237,0xbf88ae74,9.0,18
49664,0xb7fb323c,0xbf88af20,10.0,26
49665,0xb7fb3242,0xb6687f15,inf,0
49666,0xb7fb325d,0xb666718c,861.0,37
49667,0xb7fb326f,0xb666718d,1.0,104
49668,0xb7fb3276,0xb7fc3ce0,212.0,177
49669,0xb7fb3295,0xbf88aee8,107.0,9
49670,0xb7fb3296,0xbf88aeec,31.0,14
49671,0xb7fb3297,0xbf88aef0,24.0,14
49672,0xb7fb3298,0xbf88aef4,101.0,9
49673,0xb7fb3299,0xbf88aef8,65.0,21
49674,0xb7fb6e64,0xb6667000,861.0,2258
49675,0xb7fb6e66,0xb6529c7c,11133.0,1
49676,0xb7fb6e69,0xb7fc3d0c,861.0,34
49677,0xb7fb6e73,0xbf88af18,76.0,12
49678,0xb7fb6e76,0xbf88af1c,73.0,9
49679,0xb7fb6e79,0xb669b068,inf,0
49680,0xb7fb6e7f,0xbf88af24,55.0,11
49681,0xb7fb6e80,0xbf88af28,53.0,11
49682,0xb7fb6e81,0xbf88af2c,51.0,16
49683,0xb7fb6e82,0xbf88af30,49.0,15
49684,0xb7fb6e83,0xbf88af34,47.0,13
49685,0xb7fbc300,0xbf88af38,43.0,13
49686,0xb7fbc301,0xbf88af3c,7.0,13
49687,0xb7fbc302,0xbf88af40,1.0,25
49688,0xb65b6ff0,0xbf88af48,21.0,26
49689,0xb65b6ff6,0xbf88af44,19.0,14
49690,0xb65b6ff9,0xbf88af50,1726.0,5
49691,0xb65b703c,0xb6643be8,72848.0,1
49692,0xb65ed18f,0xb6661f3c,3230.0,5
49693,0xb65ed195,0xb7fc3ce4,6845.0,3
49694,0xb65b7144,0xbf88af4c,8.0,11
49695,0xb668b673,0xb669d1b0,inf,0
49696,0xb668b682,0xbf88b1f0,1.0,9
49697,0xb668b69b,0xb669d1b8,inf,0
49698,0xb668b164,0xb669b0dc,819.0,1
49699,0xb668ade4,0xb669aff8,859.0,3
49700,0xb668adea,0xb669affc,859.0,3
49701,0xb7fb6d9b,0xb6711894,317.0,38
49702,0xb7fb6da9,0xb669af10,314.0,38
49703,0xb7fb6dac,0xbf88af10,23.0,16
49704,0xb7fb6daf,0xb67118dc,859.0,3
49705,0xb7fb6db2,0xb669af48,859.0,3
49706,0xb7fb6db5,0xb668ad58,inf,0
49707,0xb7fb6db8,0xb668ad54,inf,0
49708,0xb7fb6dbf,0xbf88af14,2.0,12
49709,0xb7fb6dc2,0xb6711898,302.0,38
49710,0xb7fb6dcb,0xb669af18,302.0,38
49711,0xb7fb6dd1,0xb6711860,859.0,3
49712,0xb7fb6dd3,0xbf88af1c,788.0,8
49713,0xb7fb6dd6,0xbf88af20,85.0,23
49714,0xb7fb6dd9,0xbf88af18,785.0,11
49715,0xb7fb6de2,0xb6688115,765.0,1
49716,0xb7fb6dec,0xb6711944,859.0,3
49717,0xb7fb6dfd,0xb669af98,859.0,3
49718,0xb7fb6e00,0xb668a4e2,inf,0
49719,0xb7fb6e0e,0xb67119f4,859.0,3
49720,0xb7fb6e14,0xb66674b4,669.0,3
49721,0xb7fb6e1b,0xb6688108,inf,0
49722,0xb7fb6e20,0xbf88af00,46.0,12
49723,0xb7fb6e24,0xb6711a2c,859.0,3
49724,0xb7fb6e2f,0xbf88af0c,53.0,12
49725,0xb7fb6e37,0xbf88aefc,53.0,12
49726,0xb7fb6e3d,0xbf88af08,48.0,16
49727,0xb7fb6e45,0xbf88af04,55.0,8
49728,0xb7fb3020,0xbf88aef4,760.0,8
49729,0xb7fb3023,0xbf88aef0,758.0,8
49730,0xb7fb3024,0xbf88aeec,756.0,8
49731,0xb7fb3025,0xbf88aee8,754.0,8
49732,0xb7fb3026,0xbf88aee4,1.0,28
49733,0xb7fb3037,0xbf88ae7c,62.0,8
49734,0xb7fb303a,0xbf88ae78,859.0,4
49735,0xb7fb303d,0xbf88ae74,55.0,16
49736,0xb7fb3040,0xbf88ae2c,25.0,16
49737,0xb7fb29b0,0xbf88ae28,23.0,16
49738,0xb7fb29b5,0xbf88ae24,21.0,16
49739,0xb7fb29b6,0xb668922d,105.0,2
49740,0xb7fb29d1,0xb668922e,106.0,2
49741,0xb7fb29d1,0xb668922f,107.0,2
49742,0xb7fb29d1,0xb6689230,108.0,2
49743,0xb7fb29d1,0xb6689231,111.0,2
49744,0xb7fb29d1,0xb6689232,112.0,2
49745,0xb7fb29d1,0xb6689233,115.0,2
49746,0xb7fb29d1,0xb6689234,117.0,2
49747,0xb7fb29d1,0xb6689235,119.0,2
49748,0xb7fb29d1,0xb6689236,121.0,2
49749,0xb7fb29d1,0xb6689237,123.0,2
49750,0xb7fb29d1,0xb6689238,125.0,2
49751,0xb7fb29d1,0xb6689239,127.0,2
49752,0xb7fb29d1,0xb668923a,129.0,2
49753,0xb7fb29d1,0xb668923b,131.0,2
49754,0xb7fb29d1,0xb668923c,133.0,2
49755,0xb7fb29d1,0xb668923d,135.0,2
49756,0xb7fb29d1,0xb668923e,137.0,2
49757,0xb7fb29d1,0xb668923f,139.0,2
49758,0xb7fb29d1,0xb6689240,141.0,2
49759,0xb7fb3045,0xbf88af00,23.0,11
49760,0xb7fb3048,0xb7fc4310,1.0,69
49761,0xb7fb3058,0xbf88ae83,1.0,8
49762,0xb7fb3060,0xbf88ae84,26.0,8
49763,0xb7fb3063,0xbf88aed8,693.0,16
49764,0xb7fb306a,0xbf88aedc,694.0,16
49765,0xb7fb3073,0xbf88af08,1.0,15
49766,0xb7fb3080,0xbf88af0c,8.0,11
49767,0xb7fb308b,0xbf88aefc,3.0,11
49768,0xb7fb308e,0xbf88ae88,859.0,4
49769,0xb7fb3095,0xb6711a18,859.0,3
49770,0xb7fb30aa,0xbf88ae64,15.0,8
49771,0xb7fb30c2,0xbf88af04,804.0,7
49772,0xb7fb30c5,0xbf88ae4c,36.0,8
49773,0xb7fb30cc,0xbf88ae48,43.0,20
49774,0xb7fb30d3,0xbf88ae44,30.0,8
49775,0xb7fb30da,0xbf88ae3c,15.0,8
49776,0xb7fb30de,0xbf88ae38,18.0,8
49777,0xb7fb30e2,0xbf88ae34,673.0,8
49778,0xb7fb30e6,0xbf88ae40,21.0,8
49779,0xb7fb30ea,0xbf88ae74,681.0,15
49780,0xb7fb30ed,0xbf88af20,681.0,22
49781,0xb7fb30ef,0xbf88ae30,11.0,8
49782,0xb7fb30fb,0xbf88ae7c,797.0,7
49783,0xb7fb2c84,0xbf88ae20,667.0,8
49784,0xb7fb2c85,0xbf88ae1c,665.0,8
49785,0xb7fb2c8c,0xbf88ae0c,40.0,12
49786,0xb7fb2c92,0xbf88add0,206.0,52
49787,0xb7fb2c98,0xbf88ada8,1.0,46
49788,0xb7fb2caa,0xbf88ae14,467.0,8
49789,0xb7fb2cb0,0xb7fc483c,859.0,34
49790,0xb7fb2cb2,0xbf88adcc,28.0,16
49791,0xb7fb2cb5,0xbf88ae04,123.0,20
49792,0xb7fb2cbb,0xbf88adfc,859.0,4
49793,0xb7fb2cc1,0xbf88ae18,10.0,25
49794,0xb7fb2cc4,0xb7fc4840,859.0,35
49795,0xb7fb2cca,0xbf88adc4,440.0,8
49796,0xb7fb2ccd,0xbf88add8,170.0,16
49797,0xb7fb2ce1,0xb66672f8,859.0,34
49798,0xb7fb2ce3,0xbf88adf8,112.0,28
49799,0xb7fb2cea,0xbf88adf4,170.0,16
49800,0xb7fb2cf1,0xb7fc46f4,859.0,34
49801,0xb7fb2cf4,0xbf88ae48,170.0,19
49802,0xb7fb2cf7,0xbf88ae08,4.0,57
49803,0xb7fb2d0b,0xb7fc486d,859.0,34
49804,0xb7fb2d14,0xb7fc3ce0,170.0,176
49805,0xb7fb2d24,0xb7fc4850,75.0,69
49806,0xb7fb2d2a,0xbf88add4,72.0,38
49807,0xb7fb2d31,0xb7fc4718,859.0,62
49808,0xb7fb2d34,0xb7fc485c,859.0,34
49809,0xb7fb2d3a,0x80583a8,859.0,62
49810,0xb7fb2d3f,0xbf88addc,76.0,21
49811,0xb7fb2d42,0xb7fc4714,859.0,62
49812,0xb7fb2d45,0x80583a0,859.0,62
49813,0xb7fb2d48,0xbf88ae10,170.0,20
49814,0xb7fb2e60,0xbf88aee4,61.0,24
49815,0xb7fb2f50,0xbf88ae0c,436.0,11
49816,0xb7fb2f53,0xbf88ade4,2.0,27
49817,0xb7fb2f56,0xb668922d,447.0,1
49818,0xb7fb2f69,0xb668922e,449.0,1
49819,0xb7fb2f83,0xb668922f,451.0,1
49820,0xb7fb2f99,0xb6689230,453.0,1
49821,0xb7fb2fb5,0xbf88adf0,2.0,8
49822,0xb7fb2fb8,0xb6689231,453.0,1
49823,0xb7fb2fce,0xb6689232,455.0,1
49824,0xb7fb2fd9,0xbf88adec,1.0,61
49825,0xb7fb2ff9,0xb6689233,455.0,1
49826,0xb7fb2ff9,0xb6689234,456.0,1
49827,0xb7fb2ff9,0xb6689235,457.0,1
49828,0xb7fb2ff9,0xb6689236,458.0,1
49829,0xb7fb2ff9,0xb6689237,459.0,1
49830,0xb7fb2ff9,0xb6689238,460.0,1
49831,0xb7fb2ff9,0xb6689239,461.0,1
49832,0xb7fb2ff9,0xb668923a,462.0,1
49833,0xb7fb2ff9,0xb668923b,463.0,1
49834,0xb7fb2ff9,0xb668923c,464.0,1
49835,0xb7fb2ff9,0xb668923d,465.0,1
49836,0xb7fb2ff9,0xb668923e,466.0,1
49837,0xb7fb2ff9,0xb668923f,467.0,1
49838,0xb7fb2ff9,0xb6689240,468.0,1
49839,0xb7fb2e6c,0xbf88add4,98.0,37
49840,0xb7fb2e73,0xb7fc4850,784.0,68
49841,0xb7fb2e79,0xb7fc4864,859.0,34
49842,0xb7fb2e7f,0x8048314,inf,0
49843,0xb7fb2e84,0xbf88ae00,22.0,34
49844,0xb7fb2e90,0xbf88adc8,1.0,6
49845,0xb7fb2eb5,0xbf88addc,94.0,20
49846,0xb7fb2eb8,0xbf88ada8,15.0,43
49847,0xb7fb2ac0,0xbf88ada4,13.0,34
49848,0xb7fb2ac6,0xbf88ad98,9.0,34
49849,0xb7fb2ac9,0xbf88ad9c,9.0,34
49850,0xb7fb2ace,0xbf88ada0,9.0,34
49851,0xb7fb2ad1,0x80484e4,inf,0
49852,0xb7fb2ad6,0xbf88ad70,1.0,31
49853,0xb7fb2b02,0x80484ee,inf,0
49854,0xb7fb2b0a,0xbf88ae18,74.0,23
49855,0xb7fb2e95,0xbf88ae08,9.0,55
49856,0xb7fb2e98,0xb7fc4860,3470.0,38
49857,0xb7fb2ea1,0x8048380,inf,0
49858,0xb7fb2d99,0xbf88adf8,58.0,27
49859,0xb7fb2daa,0xbf88ae04,89.0,19
49860,0xb7fb2db5,0xb66674bc,89.0,5
49861,0xb7fb7c2a,0xbf88ad94,1.0,84
49862,0xb7fb7c38,0xb7fc46e4,835.0,32
49863,0xb7fb7c3b,0xbf88ad90,7.0,48
49864,0xb7fb7c42,0xbf88ad8c,14.0,48
49865,0xb7fbe6b0,0xbf88ad88,12.0,52
49866,0xb7fbe6b3,0xbf88ad84,10.0,56
49867,0xb7fbe6b4,0xbf88ad80,8.0,48
49868,0xb7fbe6be,0xbf88ad7c,2.0,120
49869,0xb7fbe6c1,0xb668a3a0,19.0,23
49870,0xb7fbe6cc,0xb7fc19fd,835.0,32
49871,0xb7fb7c4b,0xb7fc46fc,835.0,31
49872,0xb7fb7c5b,0xb7fc49ac,835.0,31
49873,0xb7fbe6cc,0xb7fc49b8,835.0,31
49874,0xb7fb7c54,0xb7fc49b0,835.0,31
49875,0xb7fb2cd8,0xbf88add8,101.0,15
49876,0xb7fb2ce1,0xb66672fc,835.0,34
49877,0xb7fb2cea,0xbf88adf4,101.0,15
49878,0xb7fb2cf1,0xb6711874,835.0,34
49879,0xb7fb2cf4,0xbf88ae48,101.0,18
49880,0xb7fb2d0b,0xb67119ed,835.0,34
49881,0xb7fb2d14,0xb7fc3ce0,101.0,175
49882,0xb7fb2d24,0xb67119d0,835.0,37
49883,0xb7fb2d2a,0xbf88add4,12.0,36
49884,0xb7fb2d31,0xb6711898,557.0,37
49885,0xb7fb2d34,0xb67119dc,835.0,34
49886,0xb7fb2d3a,0xb669af18,557.0,37
49887,0xb7fb2d3f,0xbf88addc,101.0,19
49888,0xb7fb2d42,0xb6711894,542.0,37
49889,0xb7fb2d45,0xb669af10,545.0,37
49890,0xb7fb2d48,0xbf88ae10,101.0,19
49891,0xb7fb2d51,0xbf88add0,2.0,51
49892,0xb7fb2d57,0xb67119d4,835.0,34
49893,0xb7fb2d60,0xb6687260,inf,0
49894,0xb7fb2d6d,0xbf88adbc,4.0,48
49895,0xb7fb2d73,0xb67119d8,835.0,34
49896,0xb7fb2d7b,0xbf88adc0,101.0,12
49897,0xb7fb2d92,0xbf88ae00,2.0,30
49898,0xb7fb2daa,0xbf88ae04,122.0,18
49899,0xb7fb2db5,0xb66674bc,122.0,4
49900,0xb7fb7c29,0xbf88ad98,54.0,30
49901,0xb7fb7c2a,0xbf88ad94,1.0,77
49902,0xb7fb7c38,0xb6711864,835.0,31
49903,0xb7fb7c3b,0xbf88ad90,7.0,44
49904,0xb7fb7c42,0xbf88ad8c,14.0,44
49905,0xb7fbe6b0,0xbf88ad88,12.0,48
49906,0xb7fbe6b3,0xbf88ad84,10.0,52
49907,0xb7fbe6b4,0xbf88ad80,8.0,44
49908,0xb7fbe6be,0xbf88ad7c,2.0,114
49909,0xb7fbe6c1,0xb668a3a0,19.0,21
49910,0xb7fbe6cc,0xb6711838,835.0,31
49911,0xb7fb7c4b,0xb671187c,835.0,31
49912,0xb7fb7c5b,0xb6711aac,835.0,31
49913,0xb7fbe6cc,0xb6711ab8,835.0,31
49914,0xb7fbe6c1,0xb668a3a1,122.0,7
49915,0xb7fbe6cc,0xb6711ab9,835.0,31
49916,0xb7fbe6c1,0xb668a3a2,122.0,7
49917,0xb7fbe6cc,0xb6711aba,835.0,31
49918,0xb7fbe6c1,0xb668a3a3,122.0,7
49919,0xb7fbe6cc,0xb6711abb,835.0,31
49920,0xb7fb7c54,0xb6711ab0,835.0,31
49921,0xb7fb2cd8,0xbf88add8,122.0,14
49922,0xb7fb2ce1,0xb6667300,835.0,34
49923,0xb7fb2cea,0xbf88adf4,122.0,14
49924,0xb7fb2cf1,0xb6711b24,835.0,34
49925,0xb7fb2cf4,0xbf88ae48,122.0,17
49926,0xb7fb2cfc,0xbf88ae18,122.0,21
49927,0xb7fb2d0b,0xb6711c9d,835.0,34
49928,0xb7fb2d14,0xb7fc3ce0,122.0,174
49929,0xb7fb2d24,0xb6711c80,23.0,35
49930,0xb7fb2d2a,0xbf88add4,12.0,34
49931,0xb7fb2d31,0xb6711b48,835.0,34
49932,0xb7fb2d34,0xb6711c8c,835.0,34
49933,0xb7fb2d3a,0xb666cf24,835.0,34
49934,0xb7fb2d3f,0xbf88addc,122.0,18
49935,0xb7fb2d42,0xb6711b44,835.0,34
49936,0xb7fb2d45,0xb666cf1c,835.0,34
49937,0xb7fb2d48,0xbf88ae10,122.0,18
49938,0xb7fb2d51,0xbf88add0,2.0,48
49939,0xb7fb2d57,0xb6711c84,835.0,34
49940,0xb7fb2d60,0xb666a170,44224.0,6
49941,0xb7fb2d6d,0xbf88adbc,4.0,44
49942,0xb7fb2d73,0xb6711c88,835.0,34
49943,0xb7fb2d7b,0xbf88adc0,122.0,11
49944,0xb7fb2ed4,0xb6711c90,inf,0
49945,0xb7fb2eda,0xb666a190,inf,0
49946,0xb7fb2ee8,0xbf88ade0,3.0,26
49947,0xb7fb2eeb,0xb6711c94,inf,0
49948,0xb7fb2efc,0xbf88ade8,3.0,14
49949,0xb7fb2f16,0xb666a1d8,3.0,1
49950,0xb7fb2f16,0xb666a1dc,3.0,1
49951,0xb7fb2d92,0xbf88ae00,2.0,28
49952,0xb7fb2daa,0xbf88ae04,226.0,17
49953,0xb7fb2db5,0xb66674bc,624.0,3
49954,0xb7fb2dc3,0xbf88ada8,62.0,37
49955,0xb7fb7c20,0xbf88ada4,60.0,28
49956,0xb7fb7c23,0xbf88ada0,58.0,28
49957,0xb7fb7c26,0xbf88ad9c,56.0,28
49958,0xb7fb7c29,0xbf88ad98,54.0,28
49959,0xb7fb7c2a,0xbf88ad94,1.0,70
49960,0xb7fb7c38,0xb6711b14,814.0,32
49961,0xb7fb7c3b,0xbf88ad90,7.0,40
49962,0xb7fb7c42,0xbf88ad8c,14.0,40
49963,0xb7fbe6b0,0xbf88ad88,12.0,44
49964,0xb7fbe6b3,0xbf88ad84,10.0,48
49965,0xb7fbe6b4,0xbf88ad80,8.0,40
49966,0xb7fbe6be,0xbf88ad7c,2.0,102
49967,0xb7fbe6c1,0xb668a3a0,19.0,19
49968,0xb7fbe6cc,0xb6711af0,814.0,32
49969,0xb7fb7c4b,0xb6711b2c,814.0,31
49970,0xb7fb7c5b,0xb6711d5c,814.0,31
49971,0xb7fbe6cc,0xb6711d68,814.0,31
49972,0xb7fbe6c1,0xb668a3a1,713.0,6
49973,0xb7fbe6cc,0xb6711d69,814.0,31
49974,0xb7fbe6c1,0xb668a3a2,713.0,6
49975,0xb7fbe6cc,0xb6711d6a,814.0,31
49976,0xb7fbe6c1,0xb668a3a3,713.0,6
49977,0xb7fbe6cc,0xb6711d6b,814.0,31
49978,0xb7fb7c54,0xb6711d60,814.0,31
49979,0xb7fb2cd8,0xbf88add8,466.0,13
49980,0xb7fb2ce1,0xb6667304,814.0,34
49981,0xb7fb2cea,0xbf88adf4,466.0,13
49982,0xb7fb2cf1,0xb6667014,814.0,34
49983,0xb7fb2cf4,0xbf88ae48,423.0,16
49984,0xb7fb2cfc,0xbf88ae18,54.0,20
49985,0xb7fb2d0b,0xb666718d,255.0,102
49986,0xb7fb2d14,0xb7fc3ce0,256.0,173
49987,0xb7fb2d24,0xb6667170,23.0,70
49988,0xb7fb2d2a,0xbf88add4,12.0,31
49989,0xb7fb2d31,0xb6667038,814.0,38
49990,0xb7fb2d34,0xb666717c,814.0,34
49991,0xb7fb2d3a,0xb6661de0,814.0,38
49992,0xb7fb2d3f,0xbf88addc,34.0,17
49993,0xb7fb2d42,0xb6667034,814.0,38
49994,0xb7fb2d45,0xb6661dd8,814.0,38
49995,0xb7fb2d48,0xbf88ae10,45.0,17
49996,0xb7fb2d51,0xbf88add0,2.0,43
49997,0xb7fb2d57,0xb6667174,814.0,34
49998,0xb7fb2d60,0xb6525280,inf,0
49999,0xb7fb2d6d,0xbf88adbc,4.0,40
50000,0xb7fb2d73,0xb6667178,814.0,34
50001,0xb7fb2d7b,0xbf88adc0,612.0,10
50002,0xb7fb2ed4,0xb6667180,814.0,35
50003,0xb7fb2eda,0xb6526218,24962.0,1
50004,0xb7fb2ee8,0xbf88ade0,3.0,19
50005,0xb7fb2eeb,0xb6667184,9.0,964
50006,0xb7fb2efc,0xbf88ade8,3.0,11
50007,0xb7fb2f16,0xb6527b4c,24968.0,1
50008,0xb7fb2f23,0xbf88adc4,419.0,7
50009,0xb7fb2f2c,0xbf88adc8,814.0,4
50010,0xb7fb2f34,0xbf88ae00,115.0,26
50011,0xb7fb2f3d,0xbf88ada8,195.0,35
50012,0xb7fb2ac0,0xbf88ada4,193.0,26
50013,0xb7fb2ac6,0xbf88ad98,189.0,26
50014,0xb7fb2ac9,0xbf88ad9c,189.0,26
50015,0xb7fb2ace,0xbf88ada0,189.0,26
50016,0xb7fb2ad1,0xb652d43c,221.0,2
50017,0xb7fb2ad6,0xbf88ad70,1.0,28
50018,0xb7fb2b02,0xb652d446,24942.0,1
50019,0xb7fb2b0a,0xbf88ae18,402.0,19
50020,0xb7fb2b11,0xb652d444,185.0,2
50021,0xb7fb2b21,0xbf88ae14,392.0,7
50022,0xb7fb2c04,0xbf88ae0c,383.0,10
50023,0xb7fb2c07,0xb652d438,inf,0
50024,0xb7fb2c09,0xbf88ad78,6.0,16
50025,0xb7fb2c0d,0xbf88ad74,6.0,16
50026,0xb7fbe6b0,0xbf88ad6c,88.0,16
50027,0xb7fbe6b3,0xbf88ad68,86.0,16
50028,0xb7fbe6b4,0xbf88ad64,84.0,16
50029,0xb7fbe6be,0xbf88ad60,2.0,210
50030,0xb7fbe6c1,0xb6531d0e,inf,0
50031,0xb7fbe6cc,0xb668922d,inf,0
50032,0xb7fbe6c1,0xb6531d0f,inf,0
50033,0xb7fbe6cc,0xb668922e,inf,0
50034,0xb7fbe6c1,0xb6531d10,inf,0
50035,0xb7fbe6cc,0xb668922f,inf,0
50036,0xb7fbe6c1,0xb6531d11,inf,0
50037,0xb7fbe6cc,0xb6689230,inf,0
50038,0xb7fbe6c1,0xb6531d12,inf,0
50039,0xb7fbe6cc,0xb6689231,inf,0
50040,0xb7fbe6c1,0xb6531d13,inf,0
50041,0xb7fbe6cc,0xb6689232,inf,0
50042,0xb7fbe6c1,0xb6531d14,inf,0
50043,0xb7fbe6cc,0xb6689233,inf,0
50044,0xb7fbe6c1,0xb6531d15,inf,0
50045,0xb7fbe6cc,0xb6689234,inf,0
50046,0xb7fbe6c1,0xb6531d16,inf,0
50047,0xb7fbe6cc,0xb6689235,inf,0
50048,0xb7fbe6c1,0xb6531d17,inf,0
50049,0xb7fbe6cc,0xb6689236,inf,0
50050,0xb7fbe6c1,0xb6531d18,inf,0
50051,0xb7fbe6cc,0xb6689237,inf,0
50052,0xb7fbe6c1,0xb6531d19,inf,0
50053,0xb7fbe6cc,0xb6689238,inf,0
50054,0xb7fbe6c1,0xb6531d1a,inf,0
50055,0xb7fbe6cc,0xb6689239,inf,0
50056,0xb7fbe6c1,0xb6531d1b,inf,0
50057,0xb7fbe6cc,0xb668923a,inf,0
